COUNTRY,DATE,GROUP,COVID_VACCINE_ADM_1D,COVID_VACCINE_COV_1D,POPULATION,QUARTER,YEAR
ARG,2024-04-01,female,493600.000000000,,,1,2024
ARG,2024-07-01,female,777882.000000000,,,2,2024
AUT,2024-04-01,female,11539.000000000,,,1,2024
AUT,2024-07-01,female,795.000000000,,,2,2024
BGD,2024-07-01,female,874.000000000,,,2,2024
BLZ,2024-07-01,female,5.000000000,,,2,2024
BRA,2024-04-01,female,319106.000000000,,,1,2024
BRB,2024-04-01,female,0.000000000,,,1,2024
BRB,2024-07-01,female,0.000000000,,,2,2024
BTN,2024-04-01,female,0.000000000,,,1,2024
CIV,2024-04-01,female,49419.000000000,,,1,2024
COL,2024-04-01,female,120272.000000000,,,1,2024
COL,2024-07-01,female,332607.000000000,,,2,2024
CRI,2024-04-01,female,7162.000000000,,,1,2024
CRI,2024-07-01,female,1816.000000000,,,2,2024
DMA,2024-04-01,female,0.000000000,,,1,2024
DMA,2024-07-01,female,0.000000000,,,2,2024
GHA,2024-04-01,female,144304.000000000,,,1,2024
GNB,2024-04-01,female,118651.000000000,,,1,2024
GTM,2024-04-01,female,8871.000000000,,,1,2024
HKG,2024-04-01,female,68304.000000000,,,1,2024
IDN,2024-04-01,female,190.000000000,,,1,2024
IDN,2024-07-01,female,1366.000000000,,,2,2024
IRN,2024-04-01,female,0.000000000,,,1,2024
KGZ,2024-04-01,female,9623.000000000,,,1,2024
KHM,2024-04-01,female,236189.000000000,,,1,2024
KNA,2024-04-01,female,0.000000000,,,1,2024
LAO,2024-04-01,female,760.000000000,,,1,2024
LVA,2024-07-01,female,49.000000000,,,2,2024
MDA,2024-04-01,female,885.000000000,,,1,2024
MDA,2024-07-01,female,438.000000000,,,,
MDV,2024-04-01,female,4.000000000,,,1,2024
MSR,2024-07-01,female,0.000000000,,,2,2024
OMN,2024-04-01,female,17.000000000,,,1,2024
OMN,2024-07-01,female,12.000000000,,,2,2024
PNG,2024-04-01,female,611.000000000,,,1,2024
PRY,2024-04-01,female,29100.000000000,,,1,2024
PRY,2024-07-01,female,75279.000000000,,,2,2024
PSE,2024-04-01,female,0.000000000,,,1,2024
PSE,2024-07-01,female,0.000000000,,,2,2024
SEN,2024-04-01,female,265.000000000,,,1,2024
SEN,2024-07-01,female,427.000000000,,,2,2024
SLV,2024-04-01,female,9283.000000000,,,1,2024
SLV,2024-07-01,female,11969.000000000,,,2,2024
SMR,2024-04-01,female,43.000000000,,,1,2024
SMR,2024-07-01,female,43.000000000,,,2,2024
SYC,2024-04-01,female,0.000000000,,,1,2024
SYR,2024-04-01,female,898.000000000,,,1,2024
TCA,2024-04-01,female,0.000000000,,,1,2024
TCA,2024-07-01,female,8.000000000,,,2,2024
URY,2024-04-01,female,53411.000000000,,,1,2024
URY,2024-07-01,female,12588.000000000,,,2,2024
AFG,2024-04-01,male,470247.000000000,,,1,2024
ARG,2024-04-01,male,391895.000000000,,,1,2024
ARG,2024-07-01,male,610321.000000000,,,2,2024
AUT,2024-04-01,male,10070.000000000,,,1,2024
AUT,2024-07-01,male,698.000000000,,,2,2024
BGD,2024-07-01,male,838.000000000,,,2,2024
BLZ,2024-07-01,male,4.000000000,,,2,2024
BRA,2024-04-01,male,331292.000000000,,,1,2024
BRB,2024-04-01,male,0.000000000,,,1,2024
BRB,2024-07-01,male,0.000000000,,,2,2024
BTN,2024-04-01,male,0.000000000,,,1,2024
CIV,2024-04-01,male,41019.000000000,,,1,2024
COL,2024-04-01,male,101439.000000000,,,1,2024
COL,2024-07-01,male,290455.000000000,,,2,2024
CRI,2024-04-01,male,5882.000000000,,,1,2024
CRI,2024-07-01,male,1629.000000000,,,2,2024
DMA,2024-04-01,male,0.000000000,,,1,2024
DMA,2024-07-01,male,0.000000000,,,2,2024
GHA,2024-04-01,male,121940.000000000,,,1,2024
GNB,2024-04-01,male,64954.000000000,,,1,2024
GTM,2024-04-01,male,4887.000000000,,,1,2024
HKG,2024-04-01,male,69440.000000000,,,1,2024
IDN,2024-04-01,male,256.000000000,,,1,2024
IDN,2024-07-01,male,1903.000000000,,,2,2024
IRN,2024-04-01,male,0.000000000,,,1,2024
KGZ,2024-04-01,male,9672.000000000,,,1,2024
KHM,2024-04-01,male,195631.000000000,,,1,2024
KNA,2024-04-01,male,0.000000000,,,1,2024
LAO,2024-04-01,male,1647.000000000,,,1,2024
LVA,2024-07-01,male,61.000000000,,,2,2024
MDA,2024-04-01,male,657.000000000,,,1,2024
MDA,2024-07-01,male,668.000000000,,,,
MDV,2024-04-01,male,11.000000000,,,1,2024
MSR,2024-07-01,male,0.000000000,,,2,2024
OMN,2024-04-01,male,33.000000000,,,1,2024
OMN,2024-07-01,male,30.000000000,,,2,2024
PNG,2024-04-01,male,1094.000000000,,,1,2024
PRY,2024-04-01,male,20879.000000000,,,1,2024
PRY,2024-07-01,male,59006.000000000,,,2,2024
PSE,2024-04-01,male,0.000000000,,,1,2024
PSE,2024-07-01,male,0.000000000,,,2,2024
SEN,2024-04-01,male,346.000000000,,,1,2024
SEN,2024-07-01,male,310.000000000,,,2,2024
SLV,2024-04-01,male,8047.000000000,,,1,2024
SLV,2024-07-01,male,3136.000000000,,,2,2024
SMR,2024-04-01,male,32.000000000,,,1,2024
SMR,2024-07-01,male,32.000000000,,,2,2024
SYC,2024-04-01,male,0.000000000,,,1,2024
SYR,2024-04-01,male,901.000000000,,,1,2024
TCA,2024-04-01,male,0.000000000,,,1,2024
TCA,2024-07-01,male,9.000000000,,,2,2024
URY,2024-04-01,male,38273.000000000,,,1,2024
URY,2024-07-01,male,9944.000000000,,,2,2024
AFG,2024-07-01,ad_chronic,12945.000000000,,,2,2024
AIA,2024-04-01,ad_chronic,0.000000000,,,1,2024
BLR,2024-07-01,ad_chronic,0.000000000,,,2,2024
BTN,2024-07-01,ad_chronic,4.000000000,,,2,2024
CHL,2024-07-01,ad_chronic,476502.000000000,,,2,2024
CYM,2024-07-01,ad_chronic,8.000000000,,,2,2024
HKG,2024-07-01,ad_chronic,1229.000000000,,,2,2024
PNG,2024-07-01,ad_chronic,36.000000000,,,2,2024
SYR,2024-07-01,ad_chronic,137.000000000,,,2,2024
AFG,2024-07-01,hcw,2990.000000000,0.002997437,997519.000000000,2,2024
AIA,2024-04-01,hcw,0.000000000,,,1,2024
AUS,2024-07-01,hcw,67195.000000000,0.037484115,1792626.000000000,2,2024
BLR,2024-07-01,hcw,0.000000000,0.000000000,385996.000000000,2,2024
BTN,2024-07-01,hcw,0.000000000,0.000000000,12228.000000000,2,2024
CHL,2024-07-01,hcw,161074.000000000,0.318362668,505945.000000000,2,2024
CYM,2024-07-01,hcw,6.000000000,,,2,2024
HKG,2024-07-01,hcw,2067.000000000,,,2,2024
MAC,2024-04-01,hcw,186.000000000,,,1,2024
MAC,2024-07-01,hcw,204.000000000,,,2,2024
PNG,2024-07-01,hcw,134.000000000,0.009375875,14292.000000000,2,2024
SYR,2024-07-01,hcw,128.000000000,0.000674821,189680.000000000,2,2024
AFG,2024-07-01,old,98220.000000000,0.027163535,3615877.000000000,2,2024
AIA,2024-04-01,old,0.000000000,0.000000000,2705.000000000,1,2024
AUS,2024-04-01,old,356418.000000000,0.163190273,2184064.000000000,1,2024
AUS,2024-07-01,old,715849.000000000,0.327760084,2184064.000000000,2,2024
BLR,2024-07-01,old,0.000000000,0.000000000,2260032.000000000,2,2024
BTN,2024-07-01,old,0.000000000,0.000000000,75834.000000000,2,2024
CHL,2024-07-01,old,908281.000000000,0.234615302,3871363.000000000,2,2024
CYM,2024-07-01,old,36.000000000,0.003336113,10791.000000000,2,2024
HKG,2024-07-01,old,153980.000000000,0.044531952,3457742.000000000,2,2024
MAC,2024-04-01,old,12167.000000000,0.118380214,102779.000000000,1,2024
MAC,2024-07-01,old,14281.000000000,0.138948618,102779.000000000,2,2024
MDV,2024-07-01,old,2.000000000,0.000050633,39500.000000000,2,2024
PNG,2024-07-01,old,692.000000000,0.000488891,1415449.000000000,2,2024
SYR,2024-07-01,old,216.000000000,0.000080991,2666969.000000000,2,2024
AIA,2024-04-01,other,0.000000000,,,1,2024
BLR,2024-07-01,other,0.000000000,,,2,2024
CHL,2024-07-01,other,95902.000000000,,,2,2024
AIA,2024-04-01,pw,0.000000000,,,1,2024
BLR,2024-07-01,pw,0.000000000,,,2,2024
BTN,2024-07-01,pw,0.000000000,,,2,2024
CHL,2024-07-01,pw,7577.000000000,,,2,2024
CYM,2024-07-01,pw,0.000000000,,,2,2024
HKG,2024-07-01,pw,125.000000000,,,2,2024
AFG,2024-07-01,all,318873.000000000,,,2,2024
AIA,2024-04-01,all,0.000000000,,,1,2024
AUS,2024-04-01,all,953103.000000000,,,1,2024
AUS,2024-07-01,all,2018932.000000000,,,2,2024
BLR,2024-07-01,all,0.000000000,,,2,2024
BTN,2024-07-01,all,122.000000000,,,2,2024
CHL,2024-07-01,all,1553434.000000000,,,2,2024
CYM,2024-07-01,all,86.000000000,,,2,2024
HKG,2024-07-01,all,160442.000000000,,,2,2024
MAC,2024-04-01,all,15430.000000000,,,1,2024
MAC,2024-07-01,all,18201.000000000,,,2,2024
MDV,2024-07-01,all,16.000000000,,,2,2024
NPL,2024-07-01,all,8528.000000000,,,2,2024
PNG,2024-07-01,all,3616.000000000,,,2,2024
SYR,2024-07-01,all,1442.000000000,,,2,2024
AFG,2024-07-01,female,164916.000000000,,,2,2024
AIA,2024-04-01,female,0.000000000,,,1,2024
AUS,2024-04-01,female,522654.000000000,,,1,2024
AUS,2024-07-01,female,1107435.000000000,,,2,2024
BTN,2024-07-01,female,67.000000000,,,2,2024
CYM,2024-07-01,female,43.000000000,,,2,2024
HKG,2024-07-01,female,79688.000000000,,,2,2024
MAC,2024-04-01,female,7410.000000000,,,1,2024
MAC,2024-07-01,female,8751.000000000,,,2,2024
MDV,2024-07-01,female,4.000000000,,,2,2024
PNG,2024-07-01,female,1376.000000000,,,2,2024
SYR,2024-07-01,female,700.000000000,,,2,2024
AFG,2024-07-01,male,153957.000000000,,,2,2024
AIA,2024-04-01,male,0.000000000,,,1,2024
AUS,2024-04-01,male,428987.000000000,,,1,2024
AUS,2024-07-01,male,908679.000000000,,,2,2024
BTN,2024-07-01,male,55.000000000,,,2,2024
CYM,2024-07-01,male,43.000000000,,,2,2024
HKG,2024-07-01,male,80754.000000000,,,2,2024
MAC,2024-04-01,male,8020.000000000,,,1,2024
MAC,2024-07-01,male,9450.000000000,,,2,2024
MDV,2024-07-01,male,12.000000000,,,2,2024
PNG,2024-07-01,male,2240.000000000,,,2,2024
SYR,2024-07-01,male,742.000000000,,,2,2024
AFG,2024-10-01,ad_chronic,13987.000000000,,,3,2024
AIA,2024-07-01,ad_chronic,0.000000000,,,2,2024
AIA,2024-10-01,ad_chronic,0.000000000,,,3,2024
AND,2024-10-01,ad_chronic,62.000000000,,,3,2024
ATG,2024-10-01,ad_chronic,0.000000000,,,3,2024
BLZ,2024-10-01,ad_chronic,0.000000000,,,3,2024
BRA,2024-07-01,ad_chronic,267936.000000000,,,2,2024
BRA,2024-10-01,ad_chronic,392592.000000000,,,3,2024
CAF,2024-10-01,ad_chronic,0.000000000,,,3,2024
CHL,2024-10-01,ad_chronic,512085.000000000,,,3,2024
CYM,2024-10-01,ad_chronic,162.000000000,,,3,2024
CYP,2024-10-01,ad_chronic,49.000000000,,,3,2024
CYP,2025-01-01,ad_chronic,173.000000000,,,4,2024
CZE,2024-10-01,ad_chronic,2354.000000000,,,3,2024
DMA,2024-10-01,ad_chronic,0.000000000,,,3,2024
ESP,2024-10-01,ad_chronic,43144.000000000,,,3,2024
GBR,2024-10-01,ad_chronic,1960448.000000000,,,3,2024
HKG,2024-10-01,ad_chronic,1483.000000000,,,3,2024
HND,2024-10-01,ad_chronic,1185.000000000,,,3,2024
IDN,2024-10-01,ad_chronic,1.000000000,,,3,2024
IRL,2024-10-01,ad_chronic,3754.000000000,,,3,2024
LCA,2024-10-01,ad_chronic,0.000000000,,,3,2024
LSO,2024-10-01,ad_chronic,259.000000000,,,3,2024
LVA,2024-10-01,ad_chronic,215.000000000,,,3,2024
MDG,2024-10-01,ad_chronic,8327.000000000,,,3,2024
MEX,2024-07-01,ad_chronic,200159.000000000,,,2,2024
MEX,2024-10-01,ad_chronic,1359241.000000000,,,3,2024
MNE,2024-10-01,ad_chronic,22.000000000,,,3,2024
NGA,2024-10-01,ad_chronic,0.000000000,,,3,2024
OMN,2024-10-01,ad_chronic,4.000000000,,,3,2024
PAN,2024-10-01,ad_chronic,1149.000000000,,,3,2024
PER,2024-07-01,ad_chronic,32233.000000000,,,2,2024
PER,2024-10-01,ad_chronic,34375.000000000,,,3,2024
PNG,2024-10-01,ad_chronic,71.000000000,,,3,2024
PRT,2024-10-01,ad_chronic,14282.000000000,,,3,2024
PRY,2024-10-01,ad_chronic,30231.000000000,,,3,2024
SEN,2024-10-01,ad_chronic,669.000000000,,,3,2024
SLV,2024-10-01,ad_chronic,1503.000000000,,,3,2024
SMR,2024-10-01,ad_chronic,13.000000000,,,3,2024
SUR,2024-10-01,ad_chronic,0.000000000,,,3,2024
SYR,2024-10-01,ad_chronic,2438.000000000,,,3,2024
URY,2024-10-01,ad_chronic,41722.000000000,,,3,2024
ZMB,2024-10-01,ad_chronic,1554.000000000,,,3,2024
AFG,2024-10-01,hcw,1867.000000000,0.001871644,997519.000000000,3,2024
AIA,2024-07-01,hcw,0.000000000,,,2,2024
AIA,2024-10-01,hcw,0.000000000,,,3,2024
ALB,2024-10-01,hcw,164.000000000,0.004457612,36791.000000000,3,2024
AND,2024-10-01,hcw,0.000000000,0.000000000,3893.000000000,3,2024
ATG,2024-10-01,hcw,0.000000000,0.000000000,4896.000000000,3,2024
AUS,2024-10-01,hcw,81674.000000000,0.045561093,1792626.000000000,3,2024
BEL,2024-10-01,hcw,483.000000000,0.000663972,727440.000000000,3,2024
BGR,2024-10-01,hcw,103.000000000,0.000625573,164649.000000000,3,2024
BLZ,2024-10-01,hcw,0.000000000,0.000000000,4413.000000000,3,2024
BRA,2024-07-01,hcw,464281.000000000,0.096090113,4831725.000000000,2,2024
BRA,2024-10-01,hcw,630787.000000000,0.130551097,4831725.000000000,3,2024
CAF,2024-10-01,hcw,0.000000000,0.000000000,8672.000000000,3,2024
CHL,2024-10-01,hcw,161808.000000000,0.319813418,505945.000000000,3,2024
CYM,2024-10-01,hcw,30.000000000,,,3,2024
CYP,2024-10-01,hcw,24.000000000,0.000827130,29016.000000000,3,2024
CYP,2025-01-01,hcw,71.000000000,0.002446926,29016.000000000,4,2024
CZE,2024-10-01,hcw,1229.000000000,0.003262058,376756.000000000,3,2024
DMA,2024-10-01,hcw,0.000000000,0.000000000,1440.000000000,3,2024
ESP,2024-10-01,hcw,20839.000000000,0.012525161,1663771.000000000,3,2024
FRA,2024-10-01,hcw,2548.000000000,0.000613585,4152645.000000000,3,2024
GBR,2024-10-01,hcw,104114.000000000,0.023225408,4482763.000000000,3,2024
GRC,2024-10-01,hcw,4415.000000000,0.017817435,247791.000000000,3,2024
HKG,2024-10-01,hcw,2154.000000000,,,3,2024
HND,2024-10-01,hcw,1622.000000000,0.020069538,80819.000000000,3,2024
IDN,2024-10-01,hcw,4425.000000000,0.002447510,1807960.000000000,3,2024
IRL,2024-10-01,hcw,2296.000000000,0.007966524,288206.000000000,3,2024
JAM,2024-04-01,hcw,30.000000000,0.000785299,38202.000000000,1,2024
LCA,2024-10-01,hcw,0.000000000,0.000000000,740.000000000,3,2024
LSO,2024-10-01,hcw,17.000000000,0.001053088,16143.000000000,3,2024
LVA,2024-10-01,hcw,165.000000000,0.002915658,56591.000000000,3,2024
MAC,2024-10-01,hcw,217.000000000,,,3,2024
MDA,2024-10-01,hcw,202.000000000,0.002756249,73288.000000000,3,2024
MDG,2024-10-01,hcw,573.000000000,0.007147669,80166.000000000,3,2024
MEX,2024-07-01,hcw,12937.000000000,0.008087323,1599664.000000000,2,2024
MEX,2024-10-01,hcw,117260.000000000,0.073302894,1599664.000000000,3,2024
MNE,2024-10-01,hcw,5.000000000,0.000387447,12905.000000000,3,2024
NGA,2024-10-01,hcw,867.000000000,0.000781489,1109420.000000000,3,2024
NOR,2024-10-01,hcw,94.000000000,0.000166577,564302.000000000,3,2024
NOR,2025-01-01,hcw,4487.000000000,0.007951416,564302.000000000,4,2024
OMN,2024-10-01,hcw,9.000000000,0.000090089,99901.000000000,3,2024
PAN,2024-10-01,hcw,1527.000000000,0.014893493,102528.000000000,3,2024
PER,2024-07-01,hcw,28732.000000000,0.073853209,389042.000000000,2,2024
PER,2024-10-01,hcw,29779.000000000,0.076544435,389042.000000000,3,2024
PNG,2024-10-01,hcw,122.000000000,0.008536244,14292.000000000,3,2024
PRT,2024-10-01,hcw,4770.000000000,0.010329930,461765.000000000,3,2024
PRY,2024-10-01,hcw,14813.000000000,0.114525831,129342.000000000,3,2024
SEN,2024-10-01,hcw,4.000000000,0.000061041,65530.000000000,3,2024
SLV,2024-10-01,hcw,1439.000000000,0.021206360,67857.000000000,3,2024
SMR,2024-10-01,hcw,0.000000000,0.000000000,1697.000000000,3,2024
SUR,2024-10-01,hcw,0.000000000,0.000000000,8081.000000000,3,2024
SYR,2024-10-01,hcw,1940.000000000,0.010227752,189680.000000000,3,2024
ZMB,2024-10-01,hcw,216.000000000,0.002282888,94617.000000000,3,2024
AFG,2024-10-01,old,36931.000000000,0.010213566,3615877.000000000,3,2024
AIA,2024-07-01,old,0.000000000,0.000000000,2705.000000000,2,2024
AIA,2024-10-01,old,0.000000000,0.000000000,2705.000000000,3,2024
ALB,2024-10-01,old,1332.000000000,0.002027434,656988.000000000,3,2024
AND,2024-10-01,old,123.000000000,0.006480164,18981.000000000,3,2024
ATG,2024-10-01,old,0.000000000,0.000000000,16584.000000000,3,2024
AUS,2024-10-01,old,852780.000000000,0.390455591,2184064.000000000,3,2024
BEL,2024-10-01,old,6051.000000000,0.002507382,2413274.000000000,3,2024
BGR,2024-10-01,old,3829.000000000,0.001979380,1934444.000000000,3,2024
BRA,2024-07-01,old,2118295.000000000,0.062004697,34163460.000000000,2,2024
BRA,2024-10-01,old,3103867.000000000,0.090853415,34163460.000000000,3,2024
CAF,2024-10-01,old,0.000000000,0.000000000,194488.000000000,3,2024
CHL,2024-10-01,old,950204.000000000,0.245444305,3871363.000000000,3,2024
CRI,2024-10-01,old,15074.000000000,0.016758926,899461.000000000,3,2024
CYM,2024-10-01,old,330.000000000,0.030581040,10791.000000000,3,2024
CYP,2024-10-01,old,6578.000000000,0.024227379,271511.000000000,3,2024
CYP,2025-01-01,old,11856.000000000,0.043666739,271511.000000000,4,2024
CZE,2024-10-01,old,15467.000000000,0.005427555,2849718.000000000,3,2024
DEU,2024-10-01,old,247453.000000000,0.009441278,26209692.000000000,3,2024
DMA,2024-10-01,old,0.000000000,0.000000000,12494.000000000,3,2024
DNK,2024-10-01,old,12377.000000000,0.009923336,1247262.000000000,3,2024
ESP,2024-10-01,old,379873.000000000,0.028212103,13464895.000000000,3,2024
EST,2024-10-01,old,6447.000000000,0.017108919,376821.000000000,3,2024
FIN,2024-10-01,old,48752.000000000,0.028559277,1707046.000000000,3,2024
FRA,2024-10-01,old,237397.000000000,0.012551556,18913751.000000000,3,2024
GBR,2024-10-01,old,7527588.000000000,0.558352059,13481795.000000000,3,2024
GRC,2024-10-01,old,141399.000000000,0.045883917,3081668.000000000,3,2024
HKG,2024-10-01,old,170563.000000000,0.049327856,3457742.000000000,3,2024
HND,2024-10-01,old,24739.000000000,0.033580013,736718.000000000,3,2024
HTI,2024-10-01,old,2051.000000000,0.002376043,863200.000000000,3,2024
HUN,2024-10-01,old,36127.000000000,0.014031985,2574618.000000000,3,2024
IDN,2024-10-01,old,41.000000000,0.000001259,32573758.000000000,3,2024
IRL,2024-10-01,old,363851.000000000,0.323547353,1124568.000000000,3,2024
ISL,2024-10-01,old,1613.000000000,0.019428117,83024.000000000,3,2024
ITA,2024-10-01,old,230794.000000000,0.012134016,19020413.000000000,3,2024
JAM,2024-04-01,old,248.000000000,0.000672953,368525.000000000,1,2024
LCA,2024-10-01,old,0.000000000,0.000000000,17291.000000000,3,2024
LSO,2024-10-01,old,195.000000000,0.001433118,136067.000000000,3,2024
LTU,2024-10-01,old,885.000000000,0.001127713,784774.000000000,3,2024
LUX,2024-10-01,old,1895.000000000,0.013072842,144957.000000000,3,2024
LVA,2024-10-01,old,4237.000000000,0.007851269,539658.000000000,3,2024
MAC,2024-10-01,old,14598.000000000,0.142032906,102779.000000000,3,2024
MDA,2024-10-01,old,547.000000000,0.000782965,698626.000000000,3,2024
MDG,2024-10-01,old,2110.000000000,0.000595050,3545921.000000000,3,2024
MEX,2024-07-01,old,221659.000000000,0.013894129,15953429.000000000,2,2024
MEX,2024-10-01,old,1480479.000000000,0.092800049,15953429.000000000,3,2024
MNE,2024-10-01,old,4.000000000,0.000035129,113865.000000000,3,2024
NGA,2024-10-01,old,26863.000000000,0.001128356,23807198.000000000,3,2024
NLD,2024-10-01,old,2760.000000000,0.000554579,4976747.000000000,3,2024
NLD,2025-01-01,old,2340342.000000000,0.470255370,4976747.000000000,4,2024
NOR,2024-10-01,old,11497.000000000,0.008382805,1371498.000000000,3,2024
NOR,2025-01-01,old,573067.000000000,0.417840201,1371498.000000000,4,2024
OMN,2024-10-01,old,5.000000000,0.000021975,227535.000000000,3,2024
PAN,2024-10-01,old,2074.000000000,0.003399682,610057.000000000,3,2024
PER,2024-07-01,old,226815.000000000,0.051009657,4446511.000000000,2,2024
PER,2024-10-01,old,241055.000000000,0.054212168,4446511.000000000,3,2024
PNG,2024-10-01,old,906.000000000,0.000640080,1415449.000000000,3,2024
POL,2024-10-01,old,268634.000000000,0.026538728,10122339.000000000,3,2024
PRT,2024-10-01,old,202072.000000000,0.061484348,3286560.000000000,3,2024
PRY,2024-10-01,old,53741.000000000,0.078238829,686884.000000000,3,2024
ROU,2024-10-01,old,2351.000000000,0.000487881,4818801.000000000,3,2024
SEN,2024-10-01,old,64.000000000,0.000062026,1031822.000000000,3,2024
SLV,2024-10-01,old,3224.000000000,0.004372367,737358.000000000,3,2024
SMR,2024-10-01,old,8.000000000,0.000779879,10258.000000000,3,2024
SUR,2024-10-01,old,0.000000000,0.000000000,77667.000000000,3,2024
SVN,2024-10-01,old,3354.000000000,0.007270804,461297.000000000,3,2024
SWE,2024-10-01,old,1756284.000000000,0.626967301,2801237.000000000,3,2024
SYR,2024-10-01,old,2772.000000000,0.001039382,2666969.000000000,3,2024
UKR,2024-10-01,old,19433.000000000,0.001954401,9943198.000000000,3,2024
URY,2024-10-01,old,84031.000000000,0.115696096,726308.000000000,3,2024
ZMB,2024-10-01,old,107.000000000,0.000150188,712440.000000000,3,2024
AIA,2024-07-01,other,0.000000000,,,2,2024
AIA,2024-10-01,other,0.000000000,,,3,2024
BLZ,2024-10-01,other,1073.000000000,,,3,2024
BRA,2024-07-01,other,285065.000000000,,,2,2024
BRA,2024-10-01,other,544011.000000000,,,3,2024
CAF,2024-10-01,other,0.000000000,,,3,2024
CHL,2024-10-01,other,174435.000000000,,,3,2024
COL,2024-10-01,other,1963.000000000,,,3,2024
DMA,2024-10-01,other,0.000000000,,,3,2024
GBR,2024-10-01,other,77685.000000000,,,3,2024
HND,2024-10-01,other,95483.000000000,,,3,2024
IDN,2024-10-01,other,3076.000000000,,,3,2024
JAM,2024-04-01,other,2222.000000000,,,1,2024
LCA,2024-10-01,other,0.000000000,,,3,2024
MDG,2024-10-01,other,47080.000000000,,,3,2024
MEX,2024-07-01,other,324352.000000000,,,2,2024
MEX,2024-10-01,other,1307994.000000000,,,3,2024
MNE,2024-10-01,other,92.000000000,,,3,2024
NGA,2024-10-01,other,59288.000000000,,,3,2024
OMN,2024-10-01,other,56.000000000,,,3,2024
PAN,2024-10-01,other,4149.000000000,,,3,2024
PRY,2024-10-01,other,102530.000000000,,,3,2024
SMR,2024-10-01,other,54.000000000,,,3,2024
SUR,2024-10-01,other,0.000000000,,,3,2024
AIA,2024-07-01,pw,0.000000000,,,2,2024
AIA,2024-10-01,pw,0.000000000,,,3,2024
ALB,2024-10-01,pw,18.000000000,,,3,2024
ATG,2024-10-01,pw,0.000000000,,,3,2024
BLZ,2024-10-01,pw,0.000000000,,,3,2024
BRA,2024-07-01,pw,65432.000000000,,,2,2024
BRA,2024-10-01,pw,128078.000000000,,,3,2024
CAF,2024-10-01,pw,0.000000000,,,3,2024
CHL,2024-10-01,pw,9192.000000000,,,3,2024
COL,2024-10-01,pw,0.000000000,,,3,2024
CUB,2024-10-01,pw,12114.000000000,,,3,2024
CYM,2024-10-01,pw,2.000000000,,,3,2024
CYP,2024-10-01,pw,0.000000000,,,3,2024
CYP,2025-01-01,pw,2.000000000,,,4,2024
DMA,2024-10-01,pw,0.000000000,,,3,2024
ESP,2024-10-01,pw,1819.000000000,,,3,2024
GBR,2024-10-01,pw,8018.000000000,,,3,2024
HKG,2024-10-01,pw,154.000000000,,,3,2024
HND,2024-10-01,pw,9485.000000000,,,3,2024
IRL,2024-10-01,pw,2419.000000000,,,3,2024
LCA,2024-10-01,pw,0.000000000,,,3,2024
LSO,2024-10-01,pw,29.000000000,,,3,2024
LVA,2024-10-01,pw,39.000000000,,,3,2024
MDG,2024-10-01,pw,1200.000000000,,,3,2024
MEX,2024-07-01,pw,15926.000000000,,,2,2024
MEX,2024-10-01,pw,103801.000000000,,,3,2024
NGA,2024-10-01,pw,0.000000000,,,3,2024
OMN,2024-10-01,pw,0.000000000,,,3,2024
PAN,2024-10-01,pw,172.000000000,,,3,2024
PER,2024-07-01,pw,6213.000000000,,,2,2024
PER,2024-10-01,pw,6453.000000000,,,3,2024
PRT,2024-10-01,pw,1830.000000000,,,3,2024
PRY,2024-10-01,pw,1844.000000000,,,3,2024
SLV,2024-10-01,pw,441.000000000,,,3,2024
SMR,2024-10-01,pw,0.000000000,,,3,2024
SUR,2024-10-01,pw,0.000000000,,,3,2024
URY,2024-10-01,pw,1674.000000000,,,3,2024
ZMB,2024-10-01,pw,754.000000000,,,3,2024
AFG,2024-10-01,all,13987.000000000,,,3,2024
AIA,2024-07-01,all,0.000000000,,,2,2024
AIA,2024-10-01,all,0.000000000,,,3,2024
ALB,2024-10-01,all,3035.000000000,,,3,2024
AND,2024-10-01,all,185.000000000,,,3,2024
ATG,2024-10-01,all,0.000000000,,,3,2024
AUS,2024-10-01,all,2355738.000000000,,,3,2024
AUT,2024-10-01,all,138145.000000000,,,3,2024
BEL,2024-10-01,all,10224.000000000,,,3,2024
BGD,2024-10-01,all,2759.000000000,,,3,2024
BGR,2024-10-01,all,2440.000000000,,,3,2024
BLZ,2024-10-01,all,1073.000000000,,,3,2024
BRA,2024-07-01,all,8646883.000000000,,,2,2024
BRA,2024-10-01,all,11049258.000000000,,,3,2024
BRB,2024-10-01,all,0.000000000,,,3,2024
CAF,2024-10-01,all,0.000000000,,,3,2024
CHL,2024-10-01,all,1807724.000000000,,,3,2024
COL,2024-10-01,all,740358.000000000,,,3,2024
CRI,2024-10-01,all,69648.000000000,,,3,2024
CUB,2024-10-01,all,351448.000000000,,,3,2024
CYM,2024-10-01,all,705.000000000,,,3,2024
CYP,2024-10-01,all,7743.000000000,,,3,2024
CYP,2025-01-01,all,13757.000000000,,,4,2024
CZE,2024-10-01,all,21314.000000000,,,3,2024
DEU,2024-10-01,all,295744.000000000,,,3,2024
DMA,2024-10-01,all,0.000000000,,,3,2024
DNK,2024-10-01,all,7789.000000000,,,3,2024
ESP,2024-10-01,all,572389.000000000,,,3,2024
EST,2024-10-01,all,3836.000000000,,,3,2024
ETH,2024-10-01,all,500664.000000000,,,3,2024
FIN,2024-10-01,all,61842.000000000,,,3,2024
FRA,2024-10-01,all,286571.000000000,,,3,2024
